Date,Time,Temp,DewPoint,Humidity,Precipitation,WindDirection,WindSpeed,WindGust,Pressure
19/02/2020,01:00,3.4,1,84,0,280,22,37,1016.8
19/02/2020,02:00,3,0.4,83,0,278,22,37,1017.6
19/02/2020,03:00,2.7,0.1,83,0,277,22,35,1017.9
19/02/2020,04:00,2.4,0,84,0,274,20,32,1018.5
19/02/2020,05:00,2.1,-0.2,85,0,272,19,32,1019.3
19/02/2020,06:00,2.3,-0.1,84,0,270,17,32,1019.9
19/02/2020,07:00,2.4,0,84,0,264,17,28,1020.6
19/02/2020,08:00,2.7,0.3,84,0,257,17,26,1021.3
19/02/2020,09:00,3.4,0.8,83,0,253,17,28,1021.9
19/02/2020,10:00,4.6,1.3,79,0,250,19,30,1021.8
19/02/2020,11:00,5.6,1.5,75,0,249,20,32,1021.6
19/02/2020,12:00,6.7,2.4,74,0,250,22,37,1021.7
19/02/2020,13:00,6.8,3,77,0,245,22,37,1020.8
19/02/2020,14:00,6.9,3.9,81,0.3,235,20,33,1020
19/02/2020,15:00,7,4.5,84,0.5,229,20,33,1019.1
19/02/2020,16:00,6.9,4.9,87,0.4,221,20,33,1018.3
19/02/2020,17:00,7,5.3,89,0.2,218,19,32,1017.5
19/02/2020,18:00,7.3,5.3,87,0.2,217,17,26,1016.9
19/02/2020,19:00,7.4,5.5,88,0,219,19,30,1016.3
19/02/2020,20:00,7.5,5.6,88,0,222,19,33,1015.7
19/02/2020,21:00,7.7,5.8,88,0,222,20,33,1015.1
19/02/2020,22:00,7.8,5.9,88,0,224,22,35,1014.6
19/02/2020,23:00,8,6,87,0,222,22,35,1014
20/02/2020,00:00,8.1,6.2,88,0,220,22,37,1013.7
20/02/2020,01:00,8.2,6.3,88,0,221,24,37,1013.1
20/02/2020,02:00,8.2,6.3,88,0,221,24,37,1012.5
20/02/2020,03:00,8.3,6.4,88,0,222,24,37,1012.1
20/02/2020,04:00,8.2,6.3,88,0,219,24,39,1011.3
20/02/2020,05:00,8.2,6.2,87,0,216,24,39,1010.7
20/02/2020,06:00,8.3,6.3,87,0,215,24,43,1010.3
20/02/2020,07:00,8.4,6.4,87,0.1,215,26,41,1009.8
20/02/2020,08:00,8.7,6.3,85,0,213,28,41,1009.2
20/02/2020,09:00,8.8,6.6,86,0,212,30,46,1008.6
20/02/2020,10:00,9.1,6.5,84,0,215,32,48,1007.8
20/02/2020,11:00,9.4,6.7,83,0,215,33,50,1006.8
20/02/2020,12:00,9.2,6.8,85,0.2,215,33,56,1005.9
20/02/2020,13:00,8.3,5.9,85,0.6,232,32,56,1006.3
20/02/2020,14:00,7.2,5.2,87,1.4,253,32,54,1006.7
20/02/2020,15:00,6.3,4.1,86,1.2,279,30,54,1006.9
20/02/2020,16:00,5.4,2.6,82,1,284,28,50,1009.7
20/02/2020,17:00,4.8,1.3,78,1.5,284,26,45,1011.9
20/02/2020,18:00,4.7,0.8,76,0,283,22,39,1013.5
20/02/2020,19:00,4,0,75,0,277,20,35,1015.7
20/02/2020,20:00,3.4,-0.6,75,0,272,20,33,1017.4
20/02/2020,21:00,3.1,-0.7,76,0,266,20,32,1018.9
20/02/2020,22:00,2.9,-0.9,76,0,262,20,33,1020.1
20/02/2020,23:00,2.8,-1,76,0,257,20,32,1021.2
21/02/2020,00:00,2.9,-0.4,79,0,256,20,32,1022.1
21/02/2020,01:00,3,-0.3,79,0,254,20,32,1022.4
21/02/2020,02:00,3,0.1,81,0,251,20,33,1022.6
21/02/2020,03:00,3,0.1,81,0,248,20,33,1022.9
21/02/2020,04:00,3.3,0.5,82,0,245,20,32,1023.1
21/02/2020,05:00,3.5,1,84,0,243,20,32,1023.2
21/02/2020,06:00,3.6,1.1,84,0,242,19,32,1023.3
21/02/2020,07:00,4.1,1.5,83,0,237,19,32,1023.5
21/02/2020,08:00,4.8,2.2,83,0,235,20,32,1023.8
21/02/2020,09:00,5.7,2.5,80,0,232,22,35,1023.7
21/02/2020,10:00,6.9,3,76,0,236,26,39,1023.6
21/02/2020,11:00,8.1,3.2,71,0,239,30,43,1023.4
21/02/2020,12:00,9.2,3.2,66,0,237,33,52,1022.8
21/02/2020,13:00,9.4,3.4,66,0,239,33,52,1022.3
21/02/2020,14:00,9.5,3.7,67,0,237,33,52,1021.6
21/02/2020,15:00,9.7,3.9,67,0,236,33,54,1020.9
21/02/2020,16:00,9.4,4,69,0,235,32,52,1020.8
21/02/2020,17:00,9,4,71,0,233,32,48,1020.8
21/02/2020,18:00,9.1,4.3,72,0,234,26,37,1020.7
21/02/2020,19:00,8.8,4.4,74,0,233,28,43,1020.5
21/02/2020,20:00,8.6,4.6,76,0,234,30,45,1020.1
21/02/2020,21:00,8.4,4.8,78,0,232,32,46,1019.9
21/02/2020,22:00,8.5,4.9,78,0,233,33,50,1019.5
21/02/2020,23:00,8.5,4.9,78,0,231,33,50,1019
22/02/2020,00:00,8.4,5,79,0,230,33,54,1018
22/02/2020,01:00,8.4,5,79,0,232,35,56,1017.3
22/02/2020,02:00,8.5,5.1,79,0,231,37,57,1016.5
22/02/2020,03:00,8.7,5.4,80,0,230,37,56,1015.5
22/02/2020,04:00,8.9,5.8,81,0,230,35,56,1015.2
22/02/2020,05:00,9.2,6.1,81,0,233,37,59,1014.9
22/02/2020,06:00,9,5.7,80,0,237,35,57,1015.1
22/02/2020,07:00,9.4,5.9,79,0,239,35,52,1015.3
22/02/2020,08:00,9.9,6.4,79,0,241,35,52,1016
22/02/2020,09:00,10.3,6.8,79,0,245,37,54,1016.5
22/02/2020,10:00,10.9,6.8,76,0,252,37,54,1017
22/02/2020,11:00,11.4,6.1,70,0,255,39,56,1017.5
22/02/2020,12:00,11.8,5.2,64,0,258,39,65,1017.7
22/02/2020,13:00,11.6,4.3,61,0,261,41,65,1017.7
22/02/2020,14:00,11.4,3.9,60,0,262,41,63,1018.2
22/02/2020,15:00,11.3,3.8,60,0,263,39,63,1018.4
22/02/2020,16:00,10.6,3.6,62,0,263,35,57,1019.2
22/02/2020,17:00,9.7,3.4,65,0,260,33,50,1019.5
22/02/2020,18:00,9.6,3.6,66,0,260,26,41,1020
22/02/2020,19:00,9,3.8,70,0,257,26,39,1020.3
22/02/2020,20:00,8.6,3.8,72,0,254,24,39,1020.5
22/02/2020,21:00,8.3,4.3,76,0,249,24,37,1020.8
22/02/2020,22:00,8.2,4.6,78,0,245,24,39,1020.7
22/02/2020,23:00,8.1,5,81,0,242,22,37,1020.4
23/02/2020,00:00,8.2,5,80,0.2,240,22,37,1020.7
23/02/2020,01:00,8.1,5.4,83,0.4,232,22,35,1019.4
23/02/2020,02:00,8.1,6.1,87,0.7,226,22,37,1018.2
23/02/2020,03:00,8.4,6.7,89,1.3,225,24,35,1017.2
23/02/2020,04:00,9.1,7.7,91,1,223,26,41,1015.7
23/02/2020,05:00,10,8.6,91,0.3,233,32,48,1013.9
23/02/2020,06:00,10.1,8.5,90,0,241,33,52,1012.2
23/02/2020,07:00,10.6,8.7,88,0,244,35,54,1011.3
23/02/2020,08:00,10.9,8.8,87,0.1,246,37,54,1011.5
23/02/2020,09:00,11.4,9.1,86,1.2,249,39,59,1011
23/02/2020,10:00,11.8,9.4,85,1.1,257,41,57,1011.5
23/02/2020,11:00,12.3,9.1,81,0,260,41,57,1012.3
23/02/2020,12:00,12.4,8.1,75,0,276,37,61,1013.1
23/02/2020,13:00,12.1,6.8,70,0,283,35,59,1014.4
23/02/2020,14:00,11.6,6.1,69,0,287,33,54,1016.2
23/02/2020,15:00,11.2,4.9,65,0.1,291,32,50,1017.6
23/02/2020,16:00,10.3,4,65,0.1,293,26,43,1019.4
23/02/2020,17:00,9.2,3.6,68,0,294,20,33,1020.6
23/02/2020,18:00,8.2,2.8,69,0,289,13,24,1022.3
23/02/2020,19:00,7.3,2.6,72,0,286,11,22,1023.1
23/02/2020,20:00,6.6,2.3,74,0,274,9,19,1023.5
23/02/2020,21:00,6.4,2.3,75,0,256,7,15,1024.2
23/02/2020,22:00,6.2,2.3,76,0,227,7,15,1024.1
23/02/2020,23:00,6,2.5,78,0,211,6,13,1023.9
24/02/2020,00:00,5.4,2.6,82,0,186,6,13,1023.7
24/02/2020,01:00,5.3,3,85,0.1,163,9,17,1022.8
24/02/2020,02:00,5.5,3.3,86,0.4,154,11,20,1021.8
24/02/2020,03:00,5.9,4.1,88,0.3,153,11,20,1020.6
24/02/2020,04:00,6.3,4.8,90,0,156,15,24,1018.9
24/02/2020,05:00,6.8,5.7,93,0.7,173,17,28,1017.1
24/02/2020,06:00,7.2,6.3,94,0,173,17,30,1015.6
24/02/2020,07:00,7.6,7.2,97,0.6,189,19,32,1013.6
24/02/2020,08:00,8.2,7.1,93,0.2,206,22,35,1012.2
24/02/2020,09:00,8.7,7.6,93,0,221,28,43,1010.6
24/02/2020,10:00,9.2,8,92,0,228,30,46,1009.5
24/02/2020,11:00,9.5,7.9,90,0.5,228,32,48,1008.3
24/02/2020,12:00,9.7,8.5,92,1.6,234,33,56,1006.6
24/02/2020,13:00,10.1,8.5,90,0.5,237,35,57,1005.3
24/02/2020,14:00,10.3,8.6,89,0.6,237,35,57,1004.4
24/02/2020,15:00,10.6,8.5,87,0.1,240,35,59,1003.8
24/02/2020,16:00,10.4,8.2,86,0,245,35,57,1003.6
24/02/2020,17:00,10.1,7.5,84,0.3,250,33,52,1003.7
24/02/2020,18:00,10.1,6.6,79,0,256,28,43,1004.3
24/02/2020,19:00,9.4,5.8,78,0,261,26,43,1004.6
24/02/2020,20:00,8.6,5,78,0,264,26,41,1004.9
24/02/2020,21:00,7.9,4.1,77,0,267,26,39,1005.5
24/02/2020,22:00,7.2,3.6,78,0,266,24,39,1005.4
24/02/2020,23:00,6.5,2.9,78,0,265,22,37,1005.3
25/02/2020,00:00,5.8,2.4,79,0,263,22,35,1005.2
25/02/2020,01:00,5.2,2.4,82,0,265,22,35,1004.8
25/02/2020,02:00,4.8,2.3,84,0,265,22,35,1004.4
25/02/2020,03:00,4.3,2.2,86,0,266,20,35,1004.2
25/02/2020,04:00,4,1.7,85,0,263,20,33,1004.1
25/02/2020,05:00,3.7,1.4,85,0,261,20,33,1003.9
25/02/2020,06:00,3.4,1,84,0,255,19,33,1004
25/02/2020,07:00,3.6,1,83,0,252,19,32,1003.5
25/02/2020,08:00,4.2,1.1,80,0,251,20,32,1003.1
25/02/2020,09:00,5,1.5,78,0,253,22,33,1003.1
25/02/2020,10:00,5.9,1.6,74,0,256,24,37,1002.4
25/02/2020,11:00,6.8,1.5,69,0,257,26,39,1001.5
25/02/2020,12:00,7.2,0.6,63,0,261,26,43,1000.2
25/02/2020,13:00,7.1,0.5,63,0.1,262,28,45,998.8
25/02/2020,14:00,6.9,0.3,63,0.2,263,28,43,998
25/02/2020,15:00,6.8,0.5,64,0.1,264,26,41,997.2
25/02/2020,16:00,5.7,0.6,70,0.3,264,24,41,996.7
25/02/2020,17:00,4.7,0.8,76,0,265,22,37,996.5
25/02/2020,18:00,4.2,0.5,77,0.5,264,19,30,996.2
25/02/2020,19:00,3.6,0.5,80,0.5,265,19,32,996.1
25/02/2020,20:00,3.1,0.2,81,0.1,266,20,33,996.1
25/02/2020,21:00,2.9,0,81,0,271,22,35,996.2
25/02/2020,22:00,2.6,-0.3,81,0,273,22,37,996.3
25/02/2020,23:00,2.4,-0.5,81,0,274,22,37,996.5
26/02/2020,00:00,2.5,-0.3,82,0,281,24,39,996.5
26/02/2020,01:00,2.2,-0.6,82,0,283,26,39,997
26/02/2020,02:00,1.8,-0.9,82,0,282,26,39,997.4
26/02/2020,03:00,1.3,-1.4,82,0,284,24,39,997.8
26/02/2020,04:00,1.3,-1.4,82,0,283,24,37,998.6
26/02/2020,05:00,1.2,-1.5,82,0,284,24,37,999.2
26/02/2020,06:00,1.3,-1.4,82,0,284,22,37,999.6
26/02/2020,07:00,1.7,-1,82,0,284,20,33,1000.6
26/02/2020,08:00,2.3,-0.6,81,0,283,22,35,1001.8
26/02/2020,09:00,3.1,-0.4,78,0,283,24,37,1002.4
26/02/2020,10:00,4.2,-0.4,72,0,290,26,39,1003.2
26/02/2020,11:00,5.1,-0.7,66,0,293,26,41,1003.9
26/02/2020,12:00,6,-0.7,62,0,297,30,46,1004.2
26/02/2020,13:00,6.3,-0.9,60,0,298,32,46,1004.7
26/02/2020,14:00,6.5,-0.9,59,0,298,32,46,1005.3
26/02/2020,15:00,6.5,-1.2,58,0,297,30,45,1005.7
26/02/2020,16:00,5.8,-1.4,60,0,295,24,41,1006.2
26/02/2020,17:00,5,-1.7,62,0,291,20,35,1006.9
26/02/2020,18:00,4.4,-1.2,67,0,286,15,26,1007.4
26/02/2020,19:00,3.6,-1.4,70,0,276,13,26,1007.6
26/02/2020,20:00,2.9,-1.5,73,0,265,13,24,1007.6
26/02/2020,21:00,2.5,-1.3,76,0,250,11,20,1007.6
26/02/2020,22:00,2.1,-1.3,78,0,239,11,22,1007.1
26/02/2020,23:00,1.9,-1.2,80,0,230,11,20,1006.3
27/02/2020,00:00,2.4,-0.4,82,0,215,9,19,1005.5
27/02/2020,01:00,2.4,0,84,0,197,9,19,1004.2
27/02/2020,02:00,2.4,0.3,86,0,187,9,19,1002.9
27/02/2020,03:00,2.6,0.7,87,0.1,180,9,19,1001.2
27/02/2020,04:00,2.5,1,90,0.2,165,9,17,999.8
27/02/2020,05:00,2.3,1.4,94,0.4,141,9,17,998.2
27/02/2020,06:00,2.6,1.4,92,0.7,123,9,17,996.9
27/02/2020,07:00,2.5,1.6,94,0.7,99,7,17,996.6
27/02/2020,08:00,2.3,1.3,93,0.5,45,6,15,996.7
27/02/2020,09:00,2.2,1.3,94,0.3,3,11,19,996
27/02/2020,10:00,2.5,1,90,0.4,343,17,26,997.1
27/02/2020,11:00,3,0.9,86,0.8,339,20,33,998.1
27/02/2020,12:00,4.3,1.2,80,0.3,333,26,41,998.5
27/02/2020,13:00,4.9,0.3,72,0,325,28,45,1000.1
27/02/2020,14:00,5.3,-0.5,66,0,320,30,46,1001.9
27/02/2020,15:00,5.8,-1.4,60,0,316,32,48,1003.6
27/02/2020,16:00,5.5,-1.9,59,0,314,26,43,1005.4
27/02/2020,17:00,4.8,-2.1,61,0,310,24,39,1007.3
27/02/2020,18:00,4,-1.8,66,0,305,17,30,1009
27/02/2020,19:00,3.2,-1.9,69,0,296,15,28,1010.5
27/02/2020,20:00,2.5,-2,72,0,288,15,26,1011.8
27/02/2020,21:00,2,-2,75,0,279,13,24,1012.9
27/02/2020,22:00,1.5,-2.1,77,0,269,13,24,1013.7
27/02/2020,23:00,1,-2.1,80,0,261,13,22,1014.3
28/02/2020,00:00,0.8,-1.8,83,0,256,11,20,1014.9
28/02/2020,01:00,0.6,-1.6,85,0,244,11,19,1014.9
28/02/2020,02:00,0.6,-1.6,85,0,233,9,19,1014.8
28/02/2020,03:00,0.7,-1.5,85,0,220,9,19,1014.5
28/02/2020,04:00,1,-1.4,84,0,205,9,19,1014.1
28/02/2020,05:00,1.4,-1.2,83,0,191,11,20,1013.5
28/02/2020,06:00,1.4,-0.5,87,0,176,11,20,1013.1
28/02/2020,07:00,2.1,0.3,88,0,174,13,22,1012.5
28/02/2020,08:00,3,1,87,0,168,15,24,1011.5
28/02/2020,09:00,3.6,1.8,88,0.1,169,17,30,1010.5
28/02/2020,10:00,4.1,2.4,89,0.1,170,19,32,1009.1
28/02/2020,11:00,4.5,3,90,0.6,172,20,33,1007.5
28/02/2020,12:00,4.7,3.8,94,1.2,175,26,39,1006
28/02/2020,13:00,5.8,5.1,95,0.3,176,24,39,1004
28/02/2020,14:00,6.7,6,95,0.4,184,24,39,1002.1
28/02/2020,15:00,7.7,7.3,97,0.5,188,24,41,1000.3
28/02/2020,16:00,8.3,7.7,96,1.4,200,24,41,999.3
28/02/2020,17:00,8.9,8,94,0.2,207,26,41,998.6
28/02/2020,18:00,9.3,7.9,91,0,211,24,37,997.5
28/02/2020,19:00,9.6,8,90,0,215,26,39,997
28/02/2020,20:00,9.9,8.2,89,0,216,28,41,996.6
28/02/2020,21:00,9.9,8.2,89,0,213,30,45,995.9
28/02/2020,22:00,10,8.3,89,0,212,30,46,995.1
28/02/2020,23:00,10.1,8.4,89,0,211,30,48,994.2
29/02/2020,00:00,10.1,8.2,88,0,206,30,48,993.6
29/02/2020,01:00,10.1,7.9,86,0,206,32,48,992.2
29/02/2020,02:00,10,7.4,84,0.4,205,33,52,990.7
29/02/2020,03:00,9.8,7.2,84,0,203,35,52,989.6
29/02/2020,04:00,9.6,7,84,0,200,33,54,988.1
29/02/2020,05:00,9.5,6.8,83,0.2,202,35,56,986.6
29/02/2020,06:00,8.7,6.1,84,0.6,204,28,50,984.8
29/02/2020,07:00,8.2,5.1,81,0.6,216,28,45,983.8
29/02/2020,08:00,7.6,4.2,79,0.8,232,26,41,983.6
29/02/2020,09:00,7.1,3.9,80,1.6,253,28,43,983.1
29/02/2020,10:00,7.1,2.8,74,2.2,260,32,46,983.6
29/02/2020,11:00,7.3,1.6,67,0.1,260,33,48,984.1
29/02/2020,12:00,7.6,0.8,62,0,260,35,56,984.2
29/02/2020,13:00,7.3,0,60,0,256,37,57,984.6
29/02/2020,14:00,6.9,-0.3,60,0.1,250,37,57,985.4
29/02/2020,15:00,6.6,-0.6,60,0.1,247,37,57,986.5
29/02/2020,16:00,6,-1,61,0.2,241,35,57,986.6
29/02/2020,17:00,5.5,-1.2,62,0,236,33,52,987.1
29/02/2020,18:00,5.2,-0.6,66,0,231,28,43,987.5
29/02/2020,19:00,4.8,-0.6,68,0,228,28,43,987.7
29/02/2020,20:00,4.6,-0.4,70,0,228,28,43,987.8
29/02/2020,21:00,4.5,-0.3,71,0,227,30,45,987.4
29/02/2020,22:00,4.4,-0.2,72,0,227,32,46,987.5
29/02/2020,23:00,4.3,-0.1,73,0,227,30,46,987.7
01/03/2020,00:00,4.2,-0.2,73,0,226,30,46,987.3
01/03/2020,01:00,4.1,-0.1,74,0,231,30,46,987.6
01/03/2020,02:00,4.1,0.2,76,0,232,30,48,987.9
01/03/2020,03:00,3.7,0.2,78,0,235,30,46,987.9
01/03/2020,04:00,3.7,0,77,0,233,28,45,988.3
01/03/2020,05:00,3.7,-0.1,76,0,233,28,43,988.6
01/03/2020,06:00,3.6,-0.1,77,0,234,24,41,988.8
01/03/2020,07:00,4.1,0.1,75,0,235,24,39,989.3
01/03/2020,08:00,4.6,0.4,74,0,235,26,39,989.7
01/03/2020,09:00,5.3,0.5,71,0,237,28,41,989.7
01/03/2020,10:00,6.4,0.5,66,0,240,30,45,990
01/03/2020,11:00,7.3,0,60,0,243,30,45,989.9
01/03/2020,12:00,8.2,0.2,57,0,243,32,48,989.6
01/03/2020,13:00,8.4,-0.1,55,0,245,32,48,989.5
01/03/2020,14:00,8.3,-0.2,55,0,245,32,48,989.5
01/03/2020,15:00,8.3,-0.5,54,0,245,30,45,989.3
01/03/2020,16:00,7.5,-0.5,57,0,246,26,43,989.7
01/03/2020,17:00,6.6,-0.4,61,0,243,22,37,989.7
01/03/2020,18:00,6.3,0,64,0,238,17,28,989.7
01/03/2020,19:00,5.5,0.3,69,0,230,15,26,989.8
01/03/2020,20:00,4.9,0.6,74,0,222,15,26,989.8
01/03/2020,21:00,4.5,1,78,0,213,13,24,989.5
01/03/2020,22:00,4.3,1.3,81,0,203,13,24,989.2
01/03/2020,23:00,4.2,1.6,83,0,192,13,22,988.6
02/03/2020,00:00,4.8,2.7,86,0,182,11,22,987.9
02/03/2020,01:00,4.7,2.9,88,0.3,176,11,20,986.9
02/03/2020,02:00,4.5,2.8,89,1.5,169,11,22,985.9
02/03/2020,03:00,4.4,3.2,92,1.1,181,9,19,985.1
02/03/2020,04:00,4,3,93,0,201,7,17,985
02/03/2020,05:00,3.7,2.7,93,0,319,7,17,985.1
02/03/2020,06:00,3.6,3,96,0,328,6,15,984.6
02/03/2020,07:00,3.2,2.9,98,0.2,336,9,19,985.4
02/03/2020,08:00,3.3,2.4,94,0,329,13,22,986.3
02/03/2020,09:00,3.8,2.5,91,0,327,15,26,986.9
02/03/2020,10:00,4.7,2.1,83,0,327,19,28,987.9
02/03/2020,11:00,5.7,1.4,74,0,321,19,30,988.8
02/03/2020,12:00,6.7,1.8,71,0,323,20,32,989.3
02/03/2020,13:00,7.2,0.8,64,0,315,20,33,990.4
02/03/2020,14:00,7.5,0.2,60,0,305,22,33,991.4
02/03/2020,15:00,7.9,-0.6,55,0,296,20,33,992.4
02/03/2020,16:00,7.1,-1.1,56,0,291,19,32,993.3
02/03/2020,17:00,6.1,-1.3,59,0,285,17,30,994.1
02/03/2020,18:00,5.3,-1,64,0,276,13,24,994.7
02/03/2020,19:00,4.2,-1,69,0,265,11,22,995.5
02/03/2020,20:00,3.4,-1.2,72,0,256,13,22,996.3
02/03/2020,21:00,2.8,-1,76,0,248,13,22,996.8
02/03/2020,22:00,2.2,-1.2,78,0,245,15,24,997.4
02/03/2020,23:00,1.9,-1,81,0,242,15,26,997.8
03/03/2020,00:00,1.9,-0.5,84,0,240,13,24,998.4
03/03/2020,01:00,1.7,-0.4,86,0,240,15,24,998.6
03/03/2020,02:00,1.4,-0.4,88,0,237,15,24,998.8
03/03/2020,03:00,1.1,-0.2,91,0,239,15,24,998.9
03/03/2020,04:00,1.1,-0.2,91,0,236,15,24,999
03/03/2020,05:00,1.1,-0.1,92,0,230,13,24,999
03/03/2020,06:00,1.2,-0.3,90,0,230,11,22,999.1
03/03/2020,07:00,1.8,0.3,90,0,227,13,22,999.5
03/03/2020,08:00,2.7,0.6,86,0,229,13,24,999.8
03/03/2020,09:00,3.5,1,84,0,237,15,26,999.6
03/03/2020,10:00,4.7,1.4,79,0,248,19,30,1000.1
03/03/2020,11:00,5.5,1.6,76,0,258,19,32,1000.4
03/03/2020,12:00,7.8,1.6,65,0,264,20,33,1000.4
03/03/2020,13:00,7.8,1.8,66,0.1,270,20,35,1001.1
03/03/2020,14:00,7.8,2,67,0.2,276,22,35,1001.9
03/03/2020,15:00,7.7,2,67,0.1,282,22,33,1002.3
03/03/2020,16:00,7.2,2.1,70,0.3,286,20,33,1003.5
03/03/2020,17:00,6.6,2.1,73,0,287,19,32,1004.7
03/03/2020,18:00,6.1,2,75,0,285,13,22,1005.8
03/03/2020,19:00,5.2,1.7,78,0,282,11,22,1007
03/03/2020,20:00,4.5,1.2,79,0,277,11,22,1008
03/03/2020,21:00,3.9,1.1,82,0,272,11,20,1008.8
03/03/2020,22:00,3.2,0.8,84,0,265,11,20,1009.5
03/03/2020,23:00,2.6,0.3,85,0,259,11,20,1010.1
04/03/2020,00:00,2.1,0.5,89,0,260,9,19,1010.5
04/03/2020,01:00,1.7,-0.1,88,0,250,9,19,1010.5
04/03/2020,02:00,1.3,-0.2,90,0,243,9,19,1010.6
04/03/2020,03:00,0.9,-0.4,91,0,240,7,17,1010.5
04/03/2020,04:00,0.9,-0.3,92,0,233,7,17,1010.3
04/03/2020,05:00,0.9,0,94,0,221,7,17,1010.1
04/03/2020,06:00,1,0.1,94,0,216,7,15,1010
04/03/2020,07:00,1.6,0.7,94,0,208,7,15,1010
04/03/2020,08:00,2.6,1.3,91,0,201,7,15,1009.9
04/03/2020,09:00,3.6,2,89,0,192,7,17,1009.6
04/03/2020,10:00,4.8,2.2,83,0,189,9,19,1009.4
04/03/2020,11:00,5.6,2.1,78,0.1,190,11,20,1009
04/03/2020,12:00,7,2.3,72,0.1,183,11,20,1008.6
04/03/2020,13:00,7,2.5,73,0.4,181,11,20,1008
04/03/2020,14:00,7.1,2.8,74,0.1,174,13,22,1007.3
04/03/2020,15:00,7,2.9,75,0.1,162,13,22,1006.6
04/03/2020,16:00,6.4,3.4,81,0.3,149,11,22,1006.2
04/03/2020,17:00,5.9,3.6,85,0.4,137,11,20,1006
04/03/2020,18:00,5.5,3.8,89,0,108,11,19,1005
04/03/2020,19:00,5.3,3.9,91,0,90,11,20,1004.5
04/03/2020,20:00,5.1,4.1,93,0.1,81,11,20,1003.9
04/03/2020,21:00,5,4,93,0.4,66,13,22,1003.5
04/03/2020,22:00,4.9,3.9,93,0.2,58,13,22,1002.9
04/03/2020,23:00,4.8,3.8,93,0.1,52,13,22,1002.3
05/03/2020,00:00,4.7,4,95,0,45,13,24,1001.5
05/03/2020,01:00,4.5,3.9,96,0,39,15,24,1000.7
05/03/2020,02:00,4.4,3.8,96,0,39,15,26,1000.1
05/03/2020,03:00,4.3,3.9,97,0,38,13,24,999.7
05/03/2020,04:00,4.3,3.9,97,0,36,15,26,998.8
05/03/2020,05:00,4.3,3.7,96,0,40,17,30,998
05/03/2020,06:00,4.2,3.8,97,0,46,17,28,997.4
05/03/2020,07:00,4.2,4.1,99,0,44,17,30,996.5
05/03/2020,08:00,4.1,4,99,0,40,19,30,995.8
05/03/2020,09:00,4.3,4,98,0,43,20,33,995.2
05/03/2020,10:00,4.3,4,98,0,43,24,35,994.4
05/03/2020,11:00,4.9,3.9,93,0.2,40,24,37,993.9
05/03/2020,12:00,5.3,4.7,96,1,40,28,41,991.3
05/03/2020,13:00,5.3,4.6,95,1,35,28,41,990.6
05/03/2020,14:00,5.2,4.5,95,0.8,28,28,41,990.4
05/03/2020,15:00,5.2,4.5,95,0.4,25,30,43,990
05/03/2020,16:00,5,4.1,94,1,18,28,43,990.5
05/03/2020,17:00,4.7,4,95,0.6,11,28,41,991.5
05/03/2020,18:00,4.1,3.7,97,1.4,7,26,37,991.9
05/03/2020,19:00,4.1,3.5,96,0.5,358,24,37,993
05/03/2020,20:00,4.2,3.3,94,0.4,350,24,37,994
05/03/2020,21:00,4.1,2.9,92,0.6,340,22,37,994.8
05/03/2020,22:00,4,2.8,92,0.8,337,22,35,995.5
05/03/2020,23:00,3.8,2.6,92,0.3,333,20,33,996.3
06/03/2020,00:00,3.4,2.4,93,0,333,20,33,996.8
06/03/2020,01:00,3.1,1.9,92,0.1,331,19,32,997.4
06/03/2020,02:00,2.7,1.7,93,0.1,329,19,30,997.7
06/03/2020,03:00,2.3,1.4,94,0,327,17,30,998
06/03/2020,04:00,1.8,0.9,94,0,326,17,28,998.8
06/03/2020,05:00,1.5,0.6,94,0,325,15,26,999.5
06/03/2020,06:00,1.4,0.5,94,0,321,13,22,999.9
06/03/2020,07:00,1.4,0.7,95,0,323,11,22,1000.9
06/03/2020,08:00,2.1,0.6,90,0,320,13,22,1001.5
06/03/2020,09:00,3.1,1.1,87,0,320,13,22,1002.3
06/03/2020,10:00,4.4,0.9,78,0,326,15,24,1003.1
06/03/2020,11:00,5.4,0.6,71,0,319,15,24,1003.8
06/03/2020,12:00,7.1,0.1,61,0,319,15,26,1004.9
06/03/2020,13:00,7.5,-0.7,56,0,316,15,26,1005.6
06/03/2020,14:00,7.6,-1.1,54,0,316,17,28,1006.3
06/03/2020,15:00,7.9,-1.6,51,0,315,17,28,1006.6
06/03/2020,16:00,7.3,-1.4,54,0,319,15,26,1007.6
06/03/2020,17:00,6.5,-1.2,58,0,322,11,22,1008.5
06/03/2020,18:00,5.6,-0.9,63,0,312,7,17,1009.4
06/03/2020,19:00,4.7,-0.7,68,0,279,7,15,1010.4
06/03/2020,20:00,4.1,-0.5,72,0,254,7,15,1011.4
06/03/2020,21:00,3.8,-0.2,75,0,242,7,15,1011.8
06/03/2020,22:00,3.3,-0.2,78,0,240,9,17,1012.7
06/03/2020,23:00,3,0.1,81,0,241,9,17,1013.3
07/03/2020,00:00,2.9,0.1,82,0,259,9,17,1014.7
07/03/2020,01:00,2.6,0.3,85,0,254,9,17,1014.9
07/03/2020,02:00,1.9,0.4,90,0,257,9,19,1015.4
07/03/2020,03:00,1.6,0.4,92,0,258,9,19,1015.8
07/03/2020,04:00,1.3,0.3,93,0,251,9,19,1016
07/03/2020,05:00,1,0.1,94,0,239,9,19,1016.2
